model,model_family,avg_smape_rank,avg_smape,avg_runtime_seconds,avg_peak_memory_mb,evaluated_tasks
timesfm,foundation,2.25,31.533099709278215,0.6499890277182178,3.9003829691145153,36
arima,traditional,3.3055555555555554,34.867420818598454,0.4546006797435701,12.103929705089993,36
naive,traditional,3.5277777777777777,27.626281611140413,1.738959493877018e-05,3.76185761557685,36
seasonal_naive,traditional,3.9722222222222223,28.77758891732715,0.00012918609657534513,0.5997091134389242,36
ttm,foundation,4.785714285714286,25.285299491462155,0.6375974670333738,11.73787716456822,28
prophet,traditional,5.083333333333333,50.24442889947488,1.5694891218912401,106.56334606806438,36
uni2ts,foundation,5.138888888888889,45.40443752497309,1.2123213674744093,4.768444405661689,36
lstm,traditional,7.111111111111111,143.88443110756853,54.599947896789814,2.4380620320638022,36
