dataset_key,domain,frequency,model,model_family,horizon_type,horizon,experiment_type,n_series,mae,rmse,smape,avg_fit_time_seconds,avg_inference_time_seconds,avg_series_total_time_seconds,avg_peak_memory_mb
nn5_weekly,retail,weekly,seasonal_naive,traditional,long,8,tuned,111,21.702512852671145,25.74953127657172,16.370446865848177,7.002203314153998e-07,3.935624887277414e-05,4.278432141553124e-05,0.1514606475830078
nn5_weekly,retail,weekly,ttm,foundation,long,8,tuned,111,22.083139122636428,25.312657629143857,17.203019687505,1.718332101632883e-06,0.48938803844623735,0.48939539935137777,0.8931598663330078
nn5_weekly,retail,weekly,lstm,traditional,long,8,tuned,111,123.86978133107358,124.97903852158531,163.27797978341886,1.7355154226492118e-06,3.20945582733498,3.2094629218986443,0.2944526672363281
nn5_weekly,retail,weekly,timesfm,foundation,short,4,tuned,111,14.814267393278987,17.79888800020711,11.365803552771432,1.1076798310150971e-05,0.20441780863581474,0.204435683585502,0.2173938751220703
nn5_weekly,retail,weekly,arima,traditional,short,4,tuned,111,16.37375053050656,19.220921494461507,12.612543119778431,1.6001967696456223e-06,0.165856730830562,0.16586422275852508,2.938422203063965
nn5_weekly,retail,weekly,uni2ts,foundation,short,4,tuned,111,17.00110848452167,19.958555100192886,13.012257204919518,2.2961212708069397e-06,1.2076228910738283,1.2076312593511633,1.9352521896362305
nn5_weekly,retail,weekly,prophet,traditional,short,4,tuned,111,17.54237685773191,21.348144376799606,13.368426547376375,1.69792690792594e-05,0.2041604411494624,0.20418346894753941,4.74653434753418
nn5_weekly,retail,weekly,naive,traditional,short,4,tuned,111,18.75545283250107,21.74256500804201,15.033315665134205,5.627537632847691e-07,9.001912297429265e-06,1.2634036777255772e-05,16.647666931152344
nn5_weekly,retail,weekly,seasonal_naive,traditional,short,4,tuned,111,21.90586922195519,25.40955434331227,16.592029440556058,7.560661247184685e-07,3.978368398305531e-05,4.43480036280166e-05,0.1519451141357422
nn5_weekly,retail,weekly,ttm,foundation,short,4,tuned,111,22.6480447087648,25.7995675050599,17.511650893054327,1.7161841865058417e-06,0.5803757036054457,0.5803830451793499,1.1322021484375
nn5_weekly,retail,weekly,lstm,traditional,short,4,tuned,111,121.96066598168312,123.13263340358297,161.11976908226893,1.7849174705711572e-06,3.4037820025607273,3.4037884871164956,0.2962455749511719
saugeenday,energy,daily,arima,traditional,long,30,tuned,1,20.85652701556973,41.114838835435215,33.949019866694925,2.86102294921875e-06,3.2626953125,3.262704849243164,67.37734985351562
saugeenday,energy,daily,prophet,traditional,long,30,tuned,1,21.21402773731944,42.24322295525472,34.54663290889602,0.000554084777832,7.735879182815552,7.736439943313599,732.599627494812
saugeenday,energy,daily,naive,traditional,long,30,tuned,1,21.496666666666663,39.79399033354994,36.03128734038647,4.0531158447265625e-06,4.410743713378906e-05,5.459785461425781e-05,0.0215072631835937
saugeenday,energy,daily,ttm,foundation,long,30,tuned,1,24.433605554527183,46.52335632952119,43.0000364520861,2.09808349609375e-05,1.214042901992798,1.2140710353851318,0.8706521987915039
saugeenday,energy,daily,lstm,traditional,long,30,tuned,1,28.638903338114417,38.44072421912283,49.1871592066432,4.76837158203125e-06,666.8204069137573,666.8204259872437,11.209940910339355
saugeenday,energy,daily,timesfm,foundation,long,30,tuned,1,27.172197125752763,48.61594198874419,52.767910561449895,0.0004973411560058,0.4773259162902832,0.4778282642364502,0.2127676010131836
saugeenday,energy,daily,uni2ts,foundation,long,30,tuned,1,27.80480309168497,46.875617789458,56.96945343232087,2.1457672119140625e-06,1.158365249633789,1.1583728790283203,0.5640888214111328
